Rank,Title,Impact_Score,Start_Date,End_Date,Venue,Link2Conference,Link_Img
407,Symposium on Reliable Distributed Systems,1.70,25-09-2023,29-09-2023,Marrakech,https://research.com/conference/42nd-international-symposium-on-reliable-distributed-systems-srds-2023,https://s.research.com/images/850fdf1379b24db0097e7c2e2d1d39ae95753c10-221x65.png
408,Digital Systems Design,1.70,06-09-2023,08-09-2023,Durres,https://research.com/conference/25th-euromicro-conference-on-digital-system-design,https://s.research.com/images/850fdf1379b24db0097e7c2e2d1d39ae95753c10-221x65.png
409,International Conference on Principles of Distributed Systems,1.70,06-12-2023,08-12-2023,Tokyo,https://research.com/conference/conference-on-principles-of-distributed-systems-1,https://s.research.com/images/62074573edd3ba412a299b0afef3f872df57e8bc-65x65.jpeg
410,Graph Structures for Knowledge Representation and Reasoning,1.70,05-09-2020,05-09-2020,,https://research.com/conference/6th-international-workshop-gkr-202,https://s.research.com/images/f297f09c18b6d5693526b7f8a6a4ced475d0eb31-233x65.png
411," Systems, Programming, and Applications",1.70,22-10-2023,27-10-2023,Cascais,https://research.com/conference/acm-sigplan-conference-on-systems-programming-languages-and-applications-software-for-humanity,https://s.research.com/images/ed141fdd22d42b70ab5330aa5a0b4a0691e326cc-188x65.png
412,World Haptics Conference,1.70,10-07-2023,14-07-2023,Delft,https://research.com/conference/ieee-world-haptics-2023-conference,https://s.research.com/images/850fdf1379b24db0097e7c2e2d1d39ae95753c10-221x65.png
413,German Conference on Pattern Recognition,1.70,19-09-2023,22-09-2023,Heidelberg,https://research.com/conference/the-44th-german-conference-on-pattern-recognition-2022,https://s.research.com/images/f297f09c18b6d5693526b7f8a6a4ced475d0eb31-233x65.png
414,Integrating Technology into Computer Science Education,1.70,08-07-2022,13-07-2022,Dublin,https://research.com/conference/27th-annual-conference-on-innovation-and-technology-in-computer-science-education,https://s.research.com/images/ed141fdd22d42b70ab5330aa5a0b4a0691e326cc-188x65.png
415,International Conference on Autonomic Computing,1.70,25-09-2023,29-09-2023,Toronto,https://research.com/conference/4th-ieee-international-conference-on-autonomic-computing-and-self-organizing-systems-1,https://s.research.com/images/850fdf1379b24db0097e7c2e2d1d39ae95753c10-221x65.png
416,International Conference on Interactive Surfaces and Spaces,1.70,20-11-2022,23-11-2022,Wellington,https://research.com/conference/2022-acm-interactive-surfaces-and-spaces-conference,https://s.research.com/images/ed141fdd22d42b70ab5330aa5a0b4a0691e326cc-188x65.png
417,International Conference on Process Mining,1.70,23-10-2023,27-10-2023,Rome,https://research.com/conference/5th-international-conference-on-process-mining,https://s.research.com/images/850fdf1379b24db0097e7c2e2d1d39ae95753c10-221x65.png
418,Research Challenges in Information Science,1.70,23-05-2023,26-05-2023,Corfu,https://research.com/conference/rcis-2022-international-conference-on-research-challenges-in-information-science,https://s.research.com/images/f297f09c18b6d5693526b7f8a6a4ced475d0eb31-233x65.png
419,Post-Quantum Cryptography,1.70,16-08-2023,18-08-2023,College Park,https://research.com/conference/14th-international-conference-on-post-quantum-cryptography,https://s.research.com/images/f297f09c18b6d5693526b7f8a6a4ced475d0eb31-233x65.png
420,NASA Formal Methods Symposium,1.70,24-05-2022,27-05-2022,Pasadena,https://research.com/conference/nfm-2022-14th-nasa-formal-methods-symposium,https://s.research.com/images/f297f09c18b6d5693526b7f8a6a4ced475d0eb31-233x65.png
421,International Computing Education Research Workshop,1.70,08-08-2023,10-08-2023,Chicago + Online,https://research.com/conference/19th-acm-conference-on-international-computing-education-research,https://s.research.com/images/ed141fdd22d42b70ab5330aa5a0b4a0691e326cc-188x65.png
422,International Joint Conference on Automated Reasoning,1.70,07-07-2022,12-07-2022,Haifa,https://research.com/conference/11th-international-joint-conference-on-automated-reasoning-ijcar-2022,https://s.research.com/images/f297f09c18b6d5693526b7f8a6a4ced475d0eb31-233x65.png
423,Biometrics Special Interest Group,1.70,20-09-2023,22-09-2023,Darmstadt,https://research.com/conference/international-conference-of-the-biometrics-special-interest-group,https://s.research.com/images/850fdf1379b24db0097e7c2e2d1d39ae95753c10-221x65.png
424,International Symposium on Algorithms and Computation,1.60,03-12-2023,06-12-2023,Kyoto,https://research.com/conference/34th-international-symposium-on-algorithms-and-computation-isaac-2023,https://s.research.com/images/62074573edd3ba412a299b0afef3f872df57e8bc-65x65.jpeg
425,IEEE International Conference on High Performance Computing and Communications; IEEE International Conference on Smart City; IEEE International Conference on Data Science and Systems,1.60,13-12-2023,15-12-2023,Melbourne,https://research.com/conference/25th-ieee-international-conference-on-high-performance-computing-and-communications,https://s.research.com/images/850fdf1379b24db0097e7c2e2d1d39ae95753c10-221x65.png
426,Pacific Rim International Conference on Artificial Intelligence,1.60,17-11-2023,19-11-2023,Jakarta,https://research.com/conference/the-19th-pacific-rim-international-conference-on-artificial-intelligence,https://s.research.com/images/f297f09c18b6d5693526b7f8a6a4ced475d0eb31-233x65.png
427,International Conference on Distributed Computing in Sensor Systems,1.60,30-05-2022,01-06-2022,Los Angeles,https://research.com/conference/the-18th-annual-international-conference-on-distributed-computing-in-sensor-systems,https://s.research.com/images/850fdf1379b24db0097e7c2e2d1d39ae95753c10-221x65.png
428,Field-Programmable Logic and Applications,1.60,04-09-2023,08-09-2023,Gothenburg,https://research.com/conference/32nd-international-conference-on-field-programmable-logic-and-applications-fpl-2022,https://s.research.com/images/850fdf1379b24db0097e7c2e2d1d39ae95753c10-221x65.png
429,Text REtrieval Conference,1.60,14-11-2022,18-11-2022,Gaithersburg,https://research.com/conference/text-retrieval-conference,https://s.research.com/images/db846358f6aadc193c7f6853087ca6001728b9a8-69x65.png
430,Source Code Analysis and Manipulation,1.60,02-10-2023,03-10-2023,Bogota,https://research.com/conference/23rd-ieee-international-working-conference-on-source-code-analysis-and-manipulation,https://s.research.com/images/850fdf1379b24db0097e7c2e2d1d39ae95753c10-221x65.png
431,International Conference on Services Computing,1.60,10-07-2022,16-07-2022,Barcelona,https://research.com/conference/ieee-international-conference-on-services-computing,https://s.research.com/images/850fdf1379b24db0097e7c2e2d1d39ae95753c10-221x65.png
432,Communication Systems and Networks,1.60,03-01-2024,07-01-2024,Bangalore,https://research.com/conference/16th-international-conference-on-communication-systems-networks-2,https://s.research.com/images/850fdf1379b24db0097e7c2e2d1d39ae95753c10-221x65.png
433,Computer Supported Cooperative Work and Social Computing,1.60,12-11-2022,16-11-2022,,https://research.com/conference/conference-on-computer-supported-cooperative-work-and-social-computing,https://s.research.com/images/ed141fdd22d42b70ab5330aa5a0b4a0691e326cc-188x65.png
434,Symposium on Theoretical Aspects of Computer Science,1.60,07-03-2023,10-03-2023,Hamburg,https://research.com/conference/symposium-on-theoretical-aspects-of-computer-science,https://s.research.com/images/62074573edd3ba412a299b0afef3f872df57e8bc-65x65.jpeg
435,Recent Advances in Natural Language Processing,1.60,04-09-2023,06-09-2023,Varna,https://research.com/conference/conference-on-recent-advances-in-natural-language-processing,https://s.research.com/website/1098944084/images/placeholder.svg
436,World Congress on Services,1.60,02-07-2023,08-07-2023,Chicago,https://research.com/conference/ieee-world-congress-on-services-1,https://s.research.com/images/850fdf1379b24db0097e7c2e2d1d39ae95753c10-221x65.png
437,Artificial Intelligence and Knowledge Engineering,1.60,25-09-2023,27-09-2023,Laguna Hills,https://research.com/conference/international-conference-on-artificial-intelligence-and-knowledge-engineering,https://s.research.com/images/850fdf1379b24db0097e7c2e2d1d39ae95753c10-221x65.png
438,Software Engineering and Advanced Applications,1.60,06-09-2023,08-09-2023,Durres,https://research.com/conference/euromicro-conference-on-software-engineering-and-advanced-applications,https://s.research.com/images/850fdf1379b24db0097e7c2e2d1d39ae95753c10-221x65.png
439,Natural Language Processing and Chinese Computing,1.60,14-10-2023,15-10-2023,Foshan,https://research.com/conference/12th-ccf-international-conference-on-natural-language-processing-and-chinese-computing,https://s.research.com/images/f297f09c18b6d5693526b7f8a6a4ced475d0eb31-233x65.png
440,Conference on Network and Service Management,1.60,30-10-2023,02-11-2023,Niagara Falls,https://research.com/conference/19th-international-conference-on-network-and-service-management,https://s.research.com/images/850fdf1379b24db0097e7c2e2d1d39ae95753c10-221x65.png
441,International Conference on Swarm Intelligence,1.60,15-07-2022,19-07-2022,Xi'an,https://research.com/conference/the-thirteenth-international-conference-on-swarm-intelligence,https://s.research.com/images/f297f09c18b6d5693526b7f8a6a4ced475d0eb31-233x65.png
442,International Conference on Semantic Computing,1.60,01-02-2023,03-02-2023,"Laguna Hills, CA",https://research.com/conference/17th-ieee-international-conference-on-semantic-computing,https://s.research.com/images/850fdf1379b24db0097e7c2e2d1d39ae95753c10-221x65.png
443,Conference on Hypertext and Social Media,1.60,28-06-2022,01-07-2022,Barcelona,https://research.com/conference/ht-22-33rd-acm-conference-on-hypertext-and-social-media,https://s.research.com/images/ed141fdd22d42b70ab5330aa5a0b4a0691e326cc-188x65.png
444,Dependable and Secure Computing,1.60,08-11-2023,10-11-2023,Tampa,https://research.com/conference/ieee-conference-on-dependable-and-secure-computing,https://s.research.com/images/850fdf1379b24db0097e7c2e2d1d39ae95753c10-221x65.png
445,Australasian Conference on Information Security and Privacy,1.60,28-11-2022,30-11-2022,Wollongong,https://research.com/conference/australasian-conference-on-information-security-and-privacy-1,https://s.research.com/images/f297f09c18b6d5693526b7f8a6a4ced475d0eb31-233x65.png
446,Medical Imaging,1.60,19-02-2023,23-02-2023,San Diego,https://research.com/conference/spie-medical-imaging-2,https://s.research.com/images/354ea4190936c68e2681333e8b2eccf3728ab92e-172x65.png
447,International Conference on Database Theory,1.60,28-03-2023,31-03-2023,Ioannina,https://research.com/conference/icdt-2022-international-conference-on-database-theory,https://s.research.com/images/62074573edd3ba412a299b0afef3f872df57e8bc-65x65.jpeg
448,"International Conference Network, Communication and Computing",1.60,20-02-2023,22-02-2023,Honolulu,https://research.com/conference/11th-international-conference-on-networks-communication-and-computing-icncc-2022,https://s.research.com/images/ed141fdd22d42b70ab5330aa5a0b4a0691e326cc-188x65.png
449,Conference of the Association for Machine Translation in the Americas,1.60,12-09-2022,16-09-2022,Orlando,https://research.com/conference/biennial-conference-of-the-association-for-machine-translation-in-the-americas,https://s.research.com/images/43ee0957f9dc72d4fdb08ed6ca137c78c3e677f6-211x65.png
450,Winter IEEE Applications of Computer Vision Workshops,1.60,03-01-2024,07-01-2024,Waikoloa,https://research.com/conference/ieeecvf-winter-conference-on-applications-of-computer-vision-2,https://s.research.com/images/850fdf1379b24db0097e7c2e2d1d39ae95753c10-221x65.png
451,International Colloquium on Structural Information and Communication Complexity,1.60,27-06-2022,29-06-2022,Paderborn,https://research.com/conference/29th-international-colloquium-on-structural-information-and-communication-complexity,https://s.research.com/images/f297f09c18b6d5693526b7f8a6a4ced475d0eb31-233x65.png
452,Network and System Security,1.60,16-08-2023,18-08-2023,Canterbury,https://research.com/conference/international-conference-on-network-and-system-security,https://s.research.com/images/f297f09c18b6d5693526b7f8a6a4ced475d0eb31-233x65.png
453,Network and Operating System Support for Digital Audio and Video,1.60,17-06-2022,17-06-2022,Athlone,https://research.com/conference/acm-nossdav-2022-32nd-workshop-on-network-and-operating-system-support-for-digital-audio-and-video,https://s.research.com/images/ed141fdd22d42b70ab5330aa5a0b4a0691e326cc-188x65.png
454,IEEE International Conference on Cloud Networking,1.60,01-11-2023,03-11-2023,New York Area,https://research.com/conference/12th-ieee-international-conference-on-cloud-networking,https://s.research.com/images/850fdf1379b24db0097e7c2e2d1d39ae95753c10-221x65.png
455,Brazilian Symposium on Computer Graphics and Image Processing,1.60,06-11-2023,09-11-2023,Rio Grande,https://research.com/conference/36th-conference-on-graphics-patterns-and-images,https://s.research.com/images/850fdf1379b24db0097e7c2e2d1d39ae95753c10-221x65.png
456,Machine Learning for Medical Image Reconstruction,1.60,22-09-2022,22-09-2022,Singapore City,https://research.com/conference/international-workshop-on-machine-learning-for-medical-image-reconstruction,https://s.research.com/images/f297f09c18b6d5693526b7f8a6a4ced475d0eb31-233x65.png
457,International Conference on Evolutionary Multi-criterion Optimization,1.60,20-03-2023,24-03-2023,Leiden,https://research.com/conference/international-conference-on-evolutionary-multi-criterion-optimization,https://s.research.com/images/f297f09c18b6d5693526b7f8a6a4ced475d0eb31-233x65.png
458,"International Conference on Identity, Security and Behavior Analysis",1.60,22-01-2019,22-01-2019,Hyderabad,https://research.com/conference/isba-2019-ieee-international-conference-on-identity-security-and-behavior-analysis,https://s.research.com/images/850fdf1379b24db0097e7c2e2d1d39ae95753c10-221x65.png
459,"International Conference on Detection of intrusions and malware, and vulnerability assessment",1.60,29-06-2022,01-07-2022,Cagliari,https://research.com/conference/19th-conference-on-detection-of-intrusions-and-malware-vulnerability-assessment,https://s.research.com/images/f297f09c18b6d5693526b7f8a6a4ced475d0eb31-233x65.png
